Date Of Death Year,Date Of Death Month,HHSRegion,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2020,2,United States,25-34 years,"5,037","1,749",34,307,88,0,96,38,21,26,78,279,34,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,2,United States,35-44 years,"6,932","3,959",68,884,181,0,172,59,49,68,97,855,152,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,United States,45-54 years,"13,390","10,464",198,"2,852",561,,356,304,140,177,124,"2,600",442,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,United States,5-14 years,460,296,,80,,0,32,10,,0,,19,,0,0,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,2,United States,55-64 years,"31,979","29,015",521,"8,868","1,441",117,800,"1,772",426,559,241,"6,930","1,119",,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,United States,65-74 years,"48,225","46,150",741,"14,033","2,052",696,"1,122","3,518",913,966,378,"10,862","2,056",,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,United States,75-84 years,"59,619","57,789",872,"13,292","1,916","2,892","1,432","4,690","1,306","1,213",497,"13,722","3,484",,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,2,United States,85 years and over,"74,904","72,570",868,"8,307","1,497","6,732","2,061","3,858","1,162","1,485",932,"21,469","5,492",,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,3,United States,0-4 years,"1,983","1,738",14,29,0,0,33,,29,,210,48,15,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,3,United States,15-24 years,"2,647",621,,119,30,0,31,17,13,11,41,72,15,13,12,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,,,,,,,,
2020,3,United States,25-34 years,"5,533","1,886",24,281,97,0,81,37,32,26,71,293,48,101,93,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,3,United States,35-44 years,"8,035","4,658",87,918,233,,170,79,61,77,102,930,169,237,220,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,3,United States,45-54 years,"14,668","11,607",225,"2,956",608,,360,346,137,198,119,"2,721",477,525,499,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,3,United States,5-14 years,435,244,,71,,0,17,12,,,,12,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,3,United States,55-64 years,"35,148","31,948",541,"9,370","1,478",126,929,"1,863",523,527,286,"7,314","1,242","1,041",986,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,3,United States,65-74 years,"53,329","51,264",889,"15,011","2,253",818,"1,453","3,860",998,"1,052",382,"11,258","2,221","1,631","1,536",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,3,United States,75-84 years,"66,149","64,171",983,"14,060","2,117","3,223","1,921","5,016","1,431","1,295",522,"14,700","3,741","1,883","1,789",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,3,United States,85 years and over,"81,882","79,508",908,"8,821","1,616","7,212","2,591","4,051","1,270","1,536","1,094","22,879","5,806","1,721","1,631",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,United States,0-4 years,"1,824","1,567",10,33,0,0,10,,12,,181,19,12,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,United States,15-24 years,"2,827",676,15,101,26,0,17,28,,,40,80,12,83,73,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,4,United States,25-34 years,"6,143","2,224",38,287,104,0,47,33,26,30,96,300,50,432,400,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,United States,35-44 years,"9,041","5,536",96,849,252,,113,77,79,63,102,"1,045",192,"1,115","1,056",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,4,United States,45-54 years,"17,379","14,429",241,"2,954",716,,232,334,158,209,140,"2,838",480,"3,185","3,062",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,4,United States,5-14 years,417,228,,72,,0,,17,,,,13,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,United States,55-64 years,"40,761","37,653",526,"9,060","1,659",127,691,"1,672",473,524,247,"7,443","1,188","7,956","7,573",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,United States,65-74 years,"63,493","61,668",781,"14,230","2,484",809,"1,126","3,358",931,973,388,"11,592","2,200","13,809","13,176",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,United States,75-84 years,"79,054","77,345",853,"12,936","2,342","3,463","1,562","4,459","1,109","1,262",494,"14,928","3,517","17,708","16,817",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,United States,85 years and over,"101,478","99,453",816,"8,246","1,853","7,902","2,003","3,787","1,233","1,404","1,153","24,038","5,765","21,178","19,780",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,12,9,75-84 years,"13,432","13,207",71,"1,944",443,601,186,531,130,144,38,"2,224",598,"4,673","4,416",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,United States,0-4 years,"2,021","1,746",15,42,0,0,10,,22,,235,23,15,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,United States,15-24 years,"3,081",604,,114,18,0,,14,,,39,69,20,51,43,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,5,United States,25-34 years,"6,600","2,034",36,308,109,0,28,30,20,18,98,314,48,240,210,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,United States,35-44 years,"9,270","5,104",75,858,277,0,73,72,41,67,106,"1,092",155,616,547,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,United States,45-54 years,"16,540","12,859",193,"2,833",658,12,150,290,147,156,144,"3,042",456,"1,711","1,597",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,United States,5-14 years,458,245,,78,,0,,15,,0,,14,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,United States,55-64 years,"36,749","33,256",503,"9,090","1,511",110,392,"1,524",416,471,233,"7,410","1,158","4,375","4,082",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,United States,65-74 years,"54,806","52,734",743,"14,229","2,178",722,744,"3,061",822,871,333,"10,783","2,065","7,764","7,270",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,United States,75-84 years,"66,482","64,628",827,"13,230","2,002","2,891",922,"3,787","1,074","1,170",452,"13,348","3,450","9,795","9,026",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,United States,85 years and over,"84,556","82,326",691,"8,226","1,602","6,972","1,287","3,269",941,"1,354",945,"20,467","5,406","13,730","12,458",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,6,United States,0-4 years,"1,978","1,680",12,29,,0,,,19,,208,26,12,10,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
2020,6,United States,15-24 years,"3,253",612,,106,29,0,12,22,10,,61,55,15,49,36,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
2020,6,United States,25-34 years,"6,596","2,165",31,325,80,0,31,40,34,27,110,390,68,186,161,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,6,United States,35-44 years,"8,632","4,707",76,854,226,0,65,61,63,63,133,998,160,435,385,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,6,United States,45-54 years,"15,707","12,109",202,"2,815",581,13,144,284,156,195,156,"2,948",439,"1,141","1,042",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,6,United States,5-14 years,527,238,,67,,0,,12,,0,10,14,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,6,United States,55-64 years,"33,839","30,333",446,"8,741","1,357",86,340,"1,379",386,461,247,"7,235","1,145","2,390","2,162",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,6,United States,65-74 years,"49,645","47,430",776,"14,119","2,025",660,610,"2,802",757,850,365,"10,337","2,042","3,782","3,399",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,6,United States,75-84 years,"58,743","56,841",793,"13,045","1,894","2,860",819,"3,443","1,005","1,122",401,"12,609","3,336","4,494","3,959",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,6,United States,85 years and over,"71,521","69,374",697,"7,862","1,435","6,335","1,047","2,892",845,"1,276",850,"18,977","5,091","5,515","4,656",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,7,United States,0-4 years,"2,002","1,654",11,29,0,0,,,14,,232,26,11,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,7,United States,15-24 years,"3,509",695,10,105,32,0,,22,,,54,87,22,102,86,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,7,United States,25-34 years,"6,927","2,350",41,297,96,0,44,31,25,31,129,384,41,353,313,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,7,United States,35-44 years,"9,940","5,664",81,917,271,0,53,75,58,88,145,"1,144",162,903,812,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,7,United States,45-54 years,"17,222","13,496",191,"2,917",646,,165,325,118,203,189,"3,029",485,"1,997","1,858",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,7,United States,5-14 years,544,228,,68,,0,0,,,,16,15,,14,10,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,7,United States,55-64 years,"38,299","34,527",502,"9,341","1,582",101,417,"1,498",385,525,320,"7,705","1,236","4,497","4,150",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,7,United States,65-74 years,"56,206","53,802",798,"14,807","2,394",714,688,"2,930",805,924,391,"11,255","2,172","7,062","6,566",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,7,United States,75-84 years,"66,036","64,103",799,"13,643","2,106","3,165",891,"3,806",998,"1,228",469,"13,600","3,472","8,051","7,326",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,7,United States,85 years and over,"78,323","76,014",703,"8,498","1,508","7,036","1,067","2,979",899,"1,255","1,020","19,942","5,415","8,125","7,131",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,8,United States,0-4 years,"1,909","1,623",15,22,,0,,0,23,,230,25,13,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,8,United States,15-24 years,"3,397",674,,127,25,0,,18,,,65,97,12,71,54,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,8,United States,25-34 years,"6,763","2,152",27,297,102,0,30,21,31,30,139,346,44,230,190,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,8,United States,35-44 years,"9,444","5,260",89,892,259,,71,40,64,76,138,"1,072",168,642,582,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,8,United States,45-54 years,"16,699","13,030",194,"2,911",639,11,153,276,128,202,161,"2,953",491,"1,725","1,593",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,8,United States,5-14 years,462,212,0,51,,0,,12,,,11,11,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,8,United States,55-64 years,"37,389","33,735",507,"9,438","1,402",109,367,"1,474",415,518,313,"7,476","1,162","4,129","3,830",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,8,United States,65-74 years,"55,992","53,706",804,"14,937","2,177",805,695,"2,924",793,910,425,"11,154","2,121","6,900","6,395",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,8,United States,75-84 years,"66,667","64,525",856,"13,859","2,085","3,038",856,"3,763","1,042","1,179",488,"13,415","3,627","8,082","7,312",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,8,United States,85 years and over,"78,566","76,250",778,"8,673","1,604","7,003","1,024","2,987",888,"1,307",955,"19,678","5,450","8,087","7,041",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,9,United States,0-4 years,"1,870","1,603",11,28,0,0,10,,14,,232,33,13,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,9,United States,15-24 years,"3,146",578,12,110,14,0,10,16,11,,63,70,15,38,25,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,Suppressed (counts 1-9),,,,,
2020,9,United States,25-34 years,"6,113","1,977",22,306,94,0,15,28,16,24,107,324,61,152,124,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,9,United States,35-44 years,"8,542","4,690",94,850,247,0,59,55,60,64,140,944,148,368,320,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,9,United States,45-54 years,"15,139","11,733",188,"2,795",597,,132,266,140,179,169,"2,736",478,980,881,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,9,United States,5-14 years,463,223,,64,,0,,14,,,13,15,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,9,United States,55-64 years,"34,208","30,833",527,"9,021","1,388",106,382,"1,389",394,491,287,"6,965","1,057","2,461","2,250",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,9,United States,65-74 years,"51,666","49,518",753,"14,470","2,113",782,601,"2,802",777,872,381,"10,577","2,141","4,356","3,961",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,9,United States,75-84 years,"61,543","59,634",803,"13,519","1,983","2,903",823,"3,585","1,002","1,095",424,"12,948","3,482","5,263","4,614",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,9,United States,85 years and over,"74,501","72,142",742,"8,504","1,547","6,672","1,052","2,911",885,"1,256",909,"19,265","5,368","5,511","4,664",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,10,United States,0-4 years,"1,871","1,617",11,22,0,0,14,,18,,231,29,14,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,10,United States,15-24 years,"3,079",562,,98,23,0,12,18,14,,59,55,10,33,29,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
2020,10,United States,25-34 years,"6,202","2,035",33,281,72,0,30,37,18,25,153,364,50,146,115,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,10,United States,35-44 years,"8,717","4,915",80,915,210,0,53,63,46,74,131,"1,085",174,394,343,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,10,United States,45-54 years,"15,438","12,165",215,"2,910",615,10,130,280,146,179,180,"2,787",484,"1,040",941,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,10,United States,5-14 years,487,235,,62,,0,,12,,,,15,,,,08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,10,United States,55-64 years,"35,804","32,452",500,"9,353","1,458",117,365,"1,455",409,496,321,"7,316","1,230","2,748","2,454",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,10,United States,65-74 years,"54,960","52,696",828,"14,999","2,226",761,682,"2,990",855,940,354,"11,091","2,308","5,333","4,871",08/25/2021,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
